restaurant_id,rating
food1.jpeg,3
food1.jpeg,5
food1.jpeg,3
food1.jpeg,2
food1.jpeg,4
food1.jpeg,3
food1.jpeg,2
food1.jpeg,4
food1.jpeg,5
food2.jpeg,4
food2.jpeg,2
food2.jpeg,5
food2.jpeg,2
food2.jpeg,4
food2.jpeg,4
food2.jpeg,2
food2.jpeg,5
food2.jpeg,3
food2.jpeg,4
food2.jpeg,2
food2.jpeg,5
food2.jpeg,4
food2.jpeg,3
food2.jpeg,2
food2.jpeg,4
